GPCR,COMPOUND_ID,ACTIVITY_TYPE,STANDARD_VALUE,smiles
P30968,180117,Ki,-2.76,Cc1c(c(=O)n(c(=O)n1CC(C)C)C[C@@H](c2ccccc2)N)c3ccccc3F
P30968,494797,IC50,-0.72,CC(C)(C)c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)Cc5ccnc(n5)S(=O)(=O)C
P30968,209419,IC50,-2.85,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccccc3OC)CN(C)Cc4ccccc4)Cc5ccccc5
P32245,226024,IC50,-10,CC(C)(C)N1CCN(CC1)C(CN2CCN(CC2)CCCCc3c4ccccc4ccc3OC)c5ccc(cc5)F
P30968,299850,Ki,-3.96,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)C(C)(C)C(=O)OC)CN4CCc5ccccc5C4)c6cccc(c6)OC
P30968,1800158,IC50,0.92,CN(C)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccc(nc5)OC
P30968,333730,Ki,-1.83,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCCC(C4)CNc5ncccn5)C(CCC2(C)C)(C)C
Q15761,80006,IC50,-10,CCCCC(=O)N1CCC(CC1)CNc2nc-3c(s2)CCOc4c3cc(c(c4)F)F
P30968,116246,Ki,-1.75,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cnc(cn4)C)C(CCC2(C)C)(C)C
P30968,1091579,IC50,-0.36,CCn1cc(c(=O)[nH]c1=O)CN2CCN(CC2)c3cccn4c3nc(c4)c5ccc(cc5)C(C)(C)C
P30968,49230,IC50,0.15,Cc1ccc(cc1C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCCCN5
P30968,112188,Ki,-2.63,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)[C@H](C)CNC3CCCC3)c4cccc(c4)OC
P30968,430250,Ki,-2.26,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCCCC4)C(CCC2(C)C)(C)C
P30968,323687,Ki,-2.4,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NC[C@@H]4CC[C@H](CC4)C(=O)O)C(CCC2(C)C)(C)C
P30968,236331,Ki,-2.93,CN(CCc1ccccn1)CCn2c(=O)c3c(n(c2=O)Cc4c(cccc4F)F)CCN(C3)Cc5cccc(c5)Cl
P30968,361619,Ki,-2.85,c1ccc(cc1)C2COc3n2c(=O)n(c(=O)c3c4ccccc4F)CC(c5ccccc5)N
P30968,334037,Ki,-2.23,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CC(C)NCCc3ccccn3)c4cccc(c4)OC
P30968,182178,IC50,-2.53,CC(C)(C)NC(=O)NCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)OC
P30968,179101,Ki,-2.04,c1ccc(cc1)C2CSc3n2c(=O)n(c(=O)c3c4ccccc4F)C[C@@H](c5ccccc5)N
P30968,502341,Ki,-0.04,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2Cl)F)C[C@@H](c3ccccc3)NCCCC(=O)O)c4cccc(c4F)OC
P30968,406960,Ki,-2.78,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)NCCCC(=O)NCC#Cc6ccc(cc6)C#CCNC(=O)CCCNC(=O)CN(Cc7ccccc7)Cc8c(nc9n8c(=O)c(cn9Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P30968,526887,Ki,-1.62,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)F)c4ccccc4Cl)NCCCC(=O)O
P30968,331337,Ki,-2.11,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5ncccn5)C(CCC2(C)C)(C)C
P30968,499588,Ki,-4,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4ccc(cc4)COCC(=O)O)N
P30968,112400,IC50,0.52,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6cc[n+](cc6)[O-])C
P35372,410254,Ke,-10,C[C@H]1CN(CC[C@@]1(C)c2cccc(c2)O)C[C@H](C(C)C)NC(=O)CN3CCc4ccc(cc4C3)OC
P30968,46312,IC50,-0.3,Cc1cc(cc(c1)c2c(c3cc(c(cc3nc2O)Cl)NC(=O)c4cnccn4)OCC[C@@H]5CCCCN5)C
P51681,327800,IC50,-10,COc1ccccc1C(=O)N2C[C@@H]([C@H](C2)c3ccccc3)CN4CCC(CC4)c5ccccc5
P30968,513998,IC50,-0.54,CC(C)(C)c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)Cc5ccc6c(c5)n(c(=O)c(=O)[nH]6)C
P30968,68537,Ki,-3.4,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)c4ccc(cc4)OC)CN(C)CCc5ccccn5)Br
P30968,1800662,IC50,0.7,CN(Cc1cccnc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)NC(=O)NOC)Cc5c(cccc5F)F)c6ccccc6
P30968,508898,IC50,-2.08,CCc1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)CCOc5cccc6c5[nH]c(=S)[nH]6
P30968,421160,IC50,0.22,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6cccnc6)C
P30968,495190,IC50,-1.58,Cc1c(c(n(n1)C)C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P51677,181290,Ki,-10,Cc1ccccc1CC(=O)N2CCC(CC2)N3CCC(CC3)Cc4cc(ccc4Cl)Cl
P30968,353395,IC50,0.22,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccc7c(c6)ocn7)C
P30968,119808,Ki,-1,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](C3CCCC3)N)c4cccc(c4F)OC
P30968,314860,IC50,0,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccc(nc6)OC)C
P32245,335779,IC50,-10,c1cc(ccc1C[C@H](C(=O)N2CCC(CC2)(Cn3cncn3)C4CCCCC4)NC(=O)C5CNC5)Cl
P30968,170499,IC50,-0.18,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CNCCCCc6cccc7c6ccnc7)C
P30968,304633,IC50,-0.48,CCOC(=O)c1cn(c2nc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)NC(=O)c5ccoc5)Cc6c(cccc6F)F
P30968,48192,IC50,0.52,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCCCN5
P30968,120397,Ki,-2.34,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5ncc(c(n5)N)F)C(CCC2(C)C)(C)C
P30968,517881,IC50,-0.76,CC(C)(C)c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)Cc5cccc6c5[nH]c(=O)c(=O)[nH]6
P30968,206964,IC50,-2,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(C)Cc4ccccc4)Cc5ccccc5[N+](=O)[O-]
P30968,439860,IC50,-1.79,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)NCc4ccncc4
P29275,213425,Ki,-10,Cc1c2c3cc(nn3cnc2c(=O)n(n1)Cc4ccccc4)c5ccccc5
P30968,527422,IC50,-2.76,c1cc(c2c(c1)[nH]c(=S)[nH]2)CN3CCN(CC3)c4cccc5c4nc([nH]5)C(F)(F)F
P30968,175821,Ki,-2.08,COc1cccc(c1)n2c(=O)n(c(=O)n(c2=O)CC(c3ccccc3F)N)Cc4c(cccc4F)F
P30968,360384,Ki,-3.18,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4csc(n4)N5CCOCC5
P30968,435334,IC50,-1.82,c1ccc(cc1)Cn2c3ccc(cc3nc2CCNC(=O)Nc4ccccc4F)S(=O)(=O)NCc5ccc(cc5)F
P30968,392688,Ki,-3.15,CCc1ccc(cc1)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CCN(C)C)C2
P30968,74716,Ki,-4,Cc1c(c(=O)n(c(=O)n1CCN(C)C)C[C@@H](c2ccccc2)N)c3ccccc3F.C(=O)(C(F)(F)F)O
P30968,495183,IC50,-1.34,CCc1cc(n(n1)C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P41597,212939,IC50,-10,c1ccc(cc1)CC(CCN2CCC3(CC2)C=Cc4c3cccc4)C(=O)NCc5cc(cc(c5)C(F)(F)F)C(F)(F)F
P30968,435784,Ki,-4.38,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)Cc3ccco3)c4cccc(c4)OC)F)Cc5ccccc5F
P30968,236751,Ki,-4,Cc1ccc(cc1)CN2CCc3c(n(c(=O)n(c3=O)c4cccc(c4)OC)Cc5c(cccc5F)F)C2
P30968,87099,IC50,0.15,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC(C4)(C)C)[C@H](C)CNCCCCc5ccncc5)C
P30968,447424,Ki,-1.46,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NC)c4cccc(c4F)OCCC(C)(C)CC(=O)O
P30968,1800154,IC50,0.7,CN(CCOC)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccc(cn5)F
P30968,449468,Ki,-0.61,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)N)c4cccc(c4)OCCCCC(=O)O
P30968,49366,IC50,-1.56,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(=O)N(CC(F)(F)F)CC(F)(F)F)CCNCCCCc4ccncc4)C
P30968,364167,IC50,0.52,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4cnsn4)OCC[C@H]5CCC(=O)N5
P35372,563680,Ki,-10,c1ccc(c(c1)C(c2ccccc2Cl)N3[C@H]4CC[C@H]3CC(C4)c5ccccn5)Cl
P30968,260058,Ki,-3.4,CC(C)CN(C)CCn1c(=O)c2c(n(c1=O)Cc3c(cccc3F)F)CCN(C2)Cc4ccc(cc4)OC(F)(F)F
P30968,332837,Ki,-1.23,CC(C)CNc1ccc(cc1)c2c(c3c(=O)n(c(=O)n(c3s2)Cc4c(cccc4F)F)c5ccccc5)CN(C)Cc6ccccc6
P30968,303260,Ki,-1.56,CCCC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4ccccc4F)C(=O)OC(CC)CC)CN(C)CCOC
Q9H3N8,608864,Ki,-10,CC(C)(C)c1ccc(cc1)CNc2cc(nc(n2)N)N3CCN(CC3)C
P30968,382747,IC50,-2.41,CC(C)n1c2ccc(cc2nc1SCc3cc(ccc3OC)C(=O)C)NC(=O)C4CC4
P30968,460480,IC50,-0.2,CCn1cc(c(=O)[nH]c1=O)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,359558,Ki,-0.96,COc1cccc(c1F)c2cn(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4S(=O)(=O)CCO)F
P13945,104217,Ki,-10,CS(=O)(=O)Nc1cc(ccc1O)[C@H](CN[C@H](Cc2ccccc2)c3ccc(cc3)C#N)O
P35372,324635,Ki,-10,c1ccc(cc1)C(c2ccccc2)N3CC[C@H]3[C@H](c4cccc(c4)Cl)N
P28223,290395,Ki,-10,c1cc(cnc1)NC(=O)N2CCc3c2ccc(c3)Cl
P30968,365695,Ki,-2.43,CCNc1nc(cs1)c2c(n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4F)F)C
P28223,1822904,IC50,-10,Cc1c(nc(n1c2ccc(cc2)OC)C)C(=O)NCCCN3CCN(CC3)c4cccc(c4Cl)Cl.Cl
P30968,176284,Ki,-1.88,Cc1ccccc1C(CCn2c(=O)n(c(=O)n(c2=O)c3cccc(c3)OC)Cc4c(cccc4F)F)N
P30968,196088,IC50,-2.2,CC(C)n1c2ccc(cc2nc1SCc3cc(ccc3OC)Cl)NC(=O)C4CC4
P30968,377015,IC50,0.7,CC(C)C(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)NC(=O)CO)CN(C)Cc4ccccc4)Cc5c(cccc5F)F
P30968,556355,Ki,0.44,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@H](CO)NC3CCCC3)c4cccc(c4Cl)OC.Cl
P30968,441676,IC50,1,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4cnsn4)OCC[C@H]5CC(=O)N5
P21731,99348,Kd,-10,c1ccc(cc1)NC(=O)N/N=C/C2C3CCC(C2CCc4cccc(c4)CC(=O)O)O3
P30968,67370,Ki,-2.11,CCN(CC)CCN(C)Cc1c(nc2n1c(=O)c(c(n2Cc3ccccc3F)C)c4ccc5c(c4)OCO5)c6ccc(cc6)OC
P30968,114438,IC50,0.05,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccnc(c6)C)C
P30968,443027,Ki,-4.4,CCC(CC)OC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OCC(C)C)C#N)Cc5ccccc5F
P30968,454774,Ki,0,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)N)c4cccc(c4F)OCCCCC(=O)O
P30968,1800667,IC50,0.7,CN(CCN(C)S(=O)(=O)C)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccccc5
P30968,393093,Ki,-3.14,c1ccnc(c1)CN2CCC[C@H]2CN3CCC[C@H](C3)Cn4c(=O)c5c(n(c4=O)Cc6c(cccc6F)F)CCN(C5)Cc7ccc(cc7)Cl
P30968,113151,Ki,-1.26,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CC(C)N(C)Cc3ccccn3)c4cccc(c4)OC
P30968,361016,Ki,-2.26,Cc1c(c(=O)n(c(=O)n1Cc2ccccc2SC(F)(F)F)C[C@@H](c3ccccc3)N)c4ccccc4F
P30968,333103,Ki,-1.63,C[C@@H](C(=O)Nc1ccc(cc1)c2c(c3c(=O)n(c(=O)n(c3s2)Cc4c(cccc4F)F)c5ccccc5)CN(C)Cc6ccccc6)N
P30968,330834,Ki,-1.94,CC(C)Nc1ccc(cc1)c2c(c3c(=O)n(c(=O)n(c3s2)Cc4c(cccc4F)F)c5ccccc5)CN(C)Cc6ccccc6
P14416,122538,Ki,-10,c1ccc(cc1)CN2CCC(CC2)C3CCc4cc(ccc4C3=O)F
P30968,73575,Ki,-3.04,Cc1c(c(=O)n(c(=O)n1CC2CC2)C[C@@H](c3ccccc3)N)c4ccccc4F.C(=O)(C(F)(F)F)O
P30968,117346,Ki,-1.96,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)Cc3ccco3)c4ccc(cc4)OCC(C)C)F)Cc5ccccc5F
P30968,400739,IC50,-1.54,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CN/C(=N/C(=O)OC)/N6CCC(C6)c7ccncc7)C
P30968,466735,IC50,-4,CCSc1nc2cc(ccc2n1C(C)C)NC(=O)C3CC3
P30968,335610,Ki,-1.64,CCOC(=O)c1cn(c2cc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)NC(=O)C(C)C)Cc5ccccc5F
P08913,49395,Ki,-10,c1cc2c(cc1NC3=NCCN3)nccn2
P30968,64795,Ki,-2.38,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCNCc3ccccc3)c4cccc(c4)OC
P30556,86337,IC50,-10,CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3S(=O)(=O)NC(=O)NCc4cccs4)C(=O)O)SC
P30968,235519,Ki,-3.14,c1cc(c(c(c1)F)Cn2c3c(c(=O)n(c2=O)C[C@H]4CCCN4C5CCCC5)CN(CC3)Cc6ccc(cc6)Cl)F
P28223,602285,IC50,-10,c1ccc(cc1)N2CCN(CC2)CCCN(CC3CCCCC3)S(=O)(=O)c4cccc5c4nccc5
P30968,211588,IC50,-2,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(C)Cc4ccccc4)Cc5ccccc5C#N
P30968,395183,Ki,-2.73,COc1cccc(c1)n2c(=O)c3c(n(c2=O)Cc4c(cccc4F)F)CN(CC3)Cc5ccc(cc5)n6ccnc6
P30968,208714,IC50,-2.6,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(C)Cc4ccccc4)Cc5cccc(c5)OC
P30968,75954,Ki,-1.54,Cc1ccccc1Cn2c(c(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)c4ccccc4F)C.C(=O)(C(F)(F)F)O
P30968,337891,Ki,-4.7,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccc3)c4ccc(cc4)OCC(C)C)C#N)Cc5ccc(cc5F)F
P51677,444568,IC50,-10,Cc1cc(cc(c1)NC(=O)NCCCN2CCC[C@H](C2)Cc3ccc(cc3)F)c4nnnn4C
P30968,359894,Ki,-1.65,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4cccc(c4)OC
P30968,1800670,IC50,0.7,CCOCCn1c(=O)c2c(c(sc2n(c1=O)Cc3c(cccc3F)F)c4ccc(cc4)NC(=O)NOC)CN(C)CCOC
P30968,493932,IC50,-1.76,CCCn1c(nc(c1CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C)C)CC
P29274,232482,Ki,-10,c1c(cn(n1)c2nc(c3c(n2)n(cn3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)NC5CCCC5)C(=O)N
P30968,68753,Ki,-2.04,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)c4ccc(cc4)OC)CN(C)CCc5ccccn5)c6ccc(c(c6)OC)OC
P30968,337433,Ki,-3.69,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OC)C#N)Cc5ccccc5C#N
P30559,1630524,Ki,-10,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C[Se][Se]C[C@@H](C(=O)N[C@H](C(=O)N1)Cc2ccc(cc2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)NCC(=O)N)CC(=O)N)CCC(=O)N
P30968,176029,Ki,-1.46,Cc1ccccc1Cn2c(=O)n(c(=O)n(c2=O)c3cccc(c3F)OC)C[C@@H](c4ccccc4)N
P30968,325747,Ki,-1.38,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)CNCc5cc(nc(n5)O)O)C(CCC2(C)C)(C)C
P30968,183847,IC50,-3.15,CCOc1nc2cc(ccc2n1Cc3ccsc3)S(=O)(=O)NCc4ccc(cc4)F
P30968,340856,Ki,-3.82,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OC)C#N)Cc5ccccc5OC
P30968,50663,IC50,-1.51,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(=O)N4C5CCC4CC5)CCNCCCCc6ccncc6)C
P30968,179212,Ki,-2.79,CC(C)CC(Cn1c(=O)n(c(=O)n(c1=O)c2cccc(c2F)OC)Cc3c(cccc3F)F)N
P50406,96745,Ki,-10,COc1ccc(cc1N2CCNCC2)S(=O)(=O)n3ccc4c3cc(cc4)Br
P30968,120048,Ki,-1.46,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5cc(nc(n5)N)C)C(CCC2(C)C)(C)C
P32245,402692,Ki,-10,CC(=O)N[C@@H]1CSSC[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CCC(=O)O)Cc2c[nH]cn2)Cc3ccc4ccccc4c3)CCCN=C(N)N)Cc5c[nH]c6c5cccc6)C(=O)N7CCCC7C(=O)N8CCCC8C(=O)C(CCCCN)NC(=O)C(CC(=O)O)N
P30968,300080,Ki,-2.28,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)C(C)(C)C)CN(C)CCc4ccccc4)c5cccc(c5)OC
P30968,360693,IC50,-3.68,CCSc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4cccc(c4)OC
P30968,392606,Ki,-4,Cn1c2ccccc2nc1CN3CCc4c(c(=O)n(c(=O)n4Cc5c(cccc5F)F)CCN(C)CCc6ccccn6)C3
P30968,494739,IC50,-1.41,CCCCc1nc(cn1C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P21731,420507,IC50,-10,c1ccc2cc(ccc2c1)S(=O)(=O)N[C@@H]3[C@@H]4CC[C@@H](C4)[C@H]3C/C=C\CCCC(=O)O
P30968,335196,Ki,-2.9,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OCC(C)C)C#N)Cc5c(cccc5F)F
P34969,183862,Ki,-10,C[C@@H](c1ccccc1)Nc2ncnc(n2)NCCOc3ccccc3
P30968,371613,Ki,-0.11,CS(=O)(=O)c1cccc(c1Cn2cc(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)c4ccccc4Cl)F
P30968,401350,IC50,-2.84,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCN6CCN(CC6)C(=O)N7CCCC7)C
P30968,210888,IC50,0.22,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)NC(=O)C(C)C)CN(C)Cc4ccccc4)Cc5ccccc5
P30968,325326,Ki,-1.51,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H]3CCCN3Cc4ccccn4)c5cccc(c5)OC
P30968,20511,IC50,0.7,CCC(=O)Nc1ccc(cc1)c2c(c3c(=O)n(c(=O)n(c3s2)Cc4c(cccc4F)F)c5cccc(c5)OC)CN(C)Cc6ccccc6
P30968,295641,IC50,-0.28,CCN(C1CCCCCCC1)C(=O)c2ccc3c(c2)c(c([nH]3)c4cc(cc(c4)C)C)CCNCCCCc5ccncc5
P41597,1684707,IC50,-10,CC(C)[C@@]1(CC[C@H](C1)NC2CCOCC2F)C(=O)N3C[C@@H]4C[C@H]3CN4C(=O)CC(C)C(F)(F)F
P30968,181257,IC50,-2.88,CC(C)(C)NC(=O)NCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccccc4F
P30968,183938,Ki,-1.18,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4csc(n4)c5ccc(cc5)Cl
P30968,352051,IC50,0.4,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccc7c(c6)nc([nH]7)C(=O)O)C
P30968,48806,Ki,-2.41,CCN(CC)CCN(C)Cc1c(nc2n1c(=O)c(c(n2Cc3ccccc3F)C)c4cccc(c4)OC)C(C)(C)C
P30968,509440,Ki,-1.85,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NCC(=O)O)c4cccc(c4F)OC
P30968,468546,Ki,-1.53,CN(CCc1ccccn1)CCn2c(=O)c(c(n(c2=O)Cc3c(cccc3F)F)F)c4cccc(c4)OC
P30968,333461,Ki,-1.76,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCCC(C4)Nc5nccc(n5)NCC6CCCO6)C(CCC2(C)C)(C)C
P30968,308910,Ki,-0.45,CCC(CC)OC(=O)c1cn(c2cc(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)NC(=O)C)Cc5ccccc5F
P32239,169362,IC50,-10,CN1c2ccccc2C(=N[C@H](C1=O)NC(=O)Nc3cccc(c3)Nc4n[nH]nn4)c5ccccc5
P30968,452044,IC50,-3.8,c1cc2c(c(c1)N3CCN(CC3)CCOc4cccc5c4[nH]c(=S)[nH]5)nc([nH]2)C(C(F)(F)F)(F)F
P30968,60153,Ki,-1.48,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCN(C)CCc3ccccn3)c4ccc(cc4)Oc5ccccc5
P30968,499442,Ki,-2.19,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NC)c4cccc(c4F)OCCCNCC(=O)O
Q9Y5N1,159565,Ki,-10,c1cc(ccc1c2ccc3c(c2)cc(o3)CCN4CCCCC4)C(=O)N5CCOCC5
P28223,569519,Ki,-10,Cn1c(c(cn1)Cl)c2cc(ccc2OCCN3CCOCC3)NC(=O)Nc4ccc(cc4F)F
P30968,1800153,IC50,0.52,Cc1ccc(nc1)n2c(=O)c3c(c(sc3n(c2=O)Cc4c(cccc4F)F)c5ccc(cc5)NC(=O)NOC)CN(C)CCOC
P30968,179023,Ki,-1.43,COc1cccc(c1)n2c(=O)n(c(=O)n(c2=O)Cc3c(cccc3F)F)CCC(c4cccs4)N
P30968,494400,IC50,-0.88,Cc1[nH]cc(n1)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,365985,Ki,-0.89,c1ccc(cc1)c2cn(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4F)C(F)(F)F
P30968,499849,Ki,-3.59,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4ccc(cc4)CNCC(=O)O)N
P30968,295948,IC50,0.3,Cc1cc(cc(c1)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCC[C@@H](N5)C)C
P30968,468552,Ki,-1.6,COc1cccc(c1F)c2c(=O)n(c(=O)n3c2SCC3c4ccccc4F)C[C@@H](c5ccccc5)N
P30968,401352,IC50,-2.52,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCN6CCN(CC6)CC(CN7CCN(CC7)C(=O)C)O)C
P30968,475650,IC50,-1.2,CC(C)(C)c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)Cc5ccc6c(c5)NCC(=O)N6
